ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Example_Comment_English,Example_URL,Sense_IDs
XV002205,tkw,Dapa li-romo vilisao ka i-tobo i-ke – li-romo nga luro.,,,They suddenly saw a tornado break through the clouds – it was [long and thin] like a coconut tree.,,,,,SN001929 ; SN002308
XV002206,tkw,"Dapa na ngatene nga tevie mwaliko, tevie nga li-romo nga tadoe.",,,"These are special creatures, in part human, in part looking like spirits.",,,Tamate masks,https://doi.org/10.24397/pangloss-0003351#S76,SN001929
XV002207,tkw,rua kava,,,a kava root,,,,,SN001930
XV002208,tkw,aña ruene,,,the noise of the door,,,,,SN001932
XV002209,tkw,None ka i-vo sa eo?,,,Has your meal filled up your tummy? (i.e. are you full?),,,,,SN001933 ; SN002589
XV002210,tkw,Sa ini pine.,,,[lit. her bell is big] She is pregnant.,,,,,SN001935
XV002211,tkw,Sa ini pine i-ve i-labu men' iape: emele.,,,"She got pregnant, and later gave birth to a baby: a girl.",,,,,SN001935
XV002212,tkw,Emele iape sa pine.,,,His wife became pregnant.,,,,https://doi.org/10.24397/pangloss-0003353#S4,SN001936
XV002213,tkw,"Li-bi vongoro li-kamai, li-loko i-vene ne belemele li-sabisi li-maliawo boso.",,,"They picked almonds and brought them home, poured them all up on the almond shelf; then they lit a fire underneath.",,,,,SN001938
XV002214,tkw,Ini i-sabu semame emele ie teliki.,,,He had committed adultery with the chief's wife.,,,,,SN001940 ; SN001954
XV002215,tkw,Men’ iape pon i-papa. I-ka i-le ne sadie ne.,,,"She was carrying her child, on her back.",,,,,SN001942
XV002216,tkw,Dapa li-ka li-wokobe da po la-sai kuo.,,,People welcomed them as they landed their canoe (on the beach).,,,,https://doi.org/10.24397/pangloss-0003351#S42,SN001943
XV002217,tkw,Kuo i-le i-sai.,,,The canoe landed (on the beach).,,,,https://doi.org/10.24397/pangloss-0003351#S38,SN001944
XV002218,tkw,La-ka la-koie la-sai.,,,They approached the island and landed.,,,,https://doi.org/10.24397/pangloss-0003351#S38,SN001944
XV002219,tkw,U-le u-vene u-sali luro i-abu.,,,Go up and release a few coconuts down.,,,,,SN001950
XV002220,tkw,Tanoe i-sali i-abu.,,,The ground collapsed down.,,,landslide,,SN001952
XV002221,tkw,Ni-sali ne ma loubo.,,,I sank into a crab's hole.,,,,,SN001952
XV002222,tkw,Makone ka i-sali.,,,The dances are over.,,,,,SN001953
XV002223,tkw,Ngapiene ka i-sali pon ta – bwogo tili.,,,"Then the festival (ngapiene1) comes to an end, after five days.",,,,,SN001953
XV002224,tkw,U-ovei pe u-wablei piene semame ini.,,,You may joke with her.,,,,,SN001954
XV002225,tkw,"teliki, samame dap' wopine, dapa gete",,,"the chief, together with elders and young boys",,,,https://doi.org/10.24397/pangloss-0003351#S127,SN001955
XV002226,tkw,"Kava li-totoe, kara i-koie samame.",,,"You chop kava to small pieces, including the root [lit. the root goes in together]",,,,,SN001957
XV002227,tkw,Ne-samam' eo?,,,Shall I join you?,,,,,SN001958
XV002228,tkw,A-samame dapa iakia ne kulumoe iakapa Banie ka Teanu.,,,"You’ve been helpful to our people, in our islands of Vanikoro.",,,,,SN001959
XV002229,tkw,Dapa tieli’ adapa na li-vene ne kuo same da pon.,,,The four brothers climbed on the canoe with the couple.,,,,https://doi.org/10.24397/pangloss-0003351#S69,SN001960
XV002230,tkw,"Mamote emele mwatebe ebele ko Saulu, ero ka i-vio.",,,"Saulu was still a young virgin, whose breasts were barely sticking out.",,,,,SN001967
XV002231,tkw,Toñaki iadapa i-ka i-sava webwe.,,,Their ship used to come and buy troca shells (from the islanders).,,,,,SN001968 ; SN002716
XV002232,tkw,Kape pe-sava tev' ene.,,,You'll buy it from me.,,,,,SN001968
XV002233,tkw,Ini i-sava emele iape pe Teanu.,,,He has married [lit. bought] a woman from Teanu.,,,,https://doi.org/10.24397/pangloss-0003353#S2,SN001969
XV002234,tkw,Mamote li-sava eo tae.,,,[lit. they haven't paid you yet] We aren't married officially yet.,,,,,SN001969
XV002235,tkw,"Tonge iote pine pon, savene i-koie.",,,Inside that long basket was a savene mat.,,,,https://doi.org/10.24397/pangloss-0003352#S130,SN001970
XV002236,tkw,Tone peini emele po tivi? – Savene tilu.,,,How much should I pay for this woman? – Two money mats.,,,,https://www.facebook.com/groups/1253287941406185/?post_id=2788043977930566,SN001970
XV002237,tkw,"Bavede, li-ngago se iuro peini.",,,You tie the sail to its mast.,,,,,SN001971
XV002238,tkw,Awoiu i-oburo buro se ini.,,,Then he sang a song to him.,,,,,SN001972
XV002239,tkw,Ini i-vete piene wako se idi abia.,,,She talks easily to everybody.,,,,,SN001972 ; SN002489 ; SN002664
XV002240,tkw,Revo i-tigiri se ene.,,,The waves were spattering me.,,,,,SN001972 ; SN002290
XV002241,tkw,Ka kuo iada ka susuko se.,,,The boat went straight towards (the islet).,,,,,SN001974 ; SN002018
XV002242,tkw,Ini i-sebei iote i-tabau i-abu ne tanoe.,,,He pushed the other one and made him fall down on the ground.,,,,,SN001976
XV002243,tkw,"sekele bute, sekele peini jebute",,,taro garden,,,,,SN001977
XV002244,tkw,li-su sekele = li-tau sekele,,,burn land,,,,,SN001977
XV002245,tkw,"Dapa li-woi nuduro ne sekele, me i-botongo temaka mina idi.",,,"They put up taboo signs in the garden, to protect the area (from poachers).",,,,,SN001977
XV002246,tkw,Li-toe sela.,,,cut the umbilic cord,,,,,SN001978
XV002247,tkw,U-le ne sitoa u-sava.,,,You should buy it in a shop.,,,,,SN001988
XV002248,tkw,Mamote vono ka i-sodo tae?,,,Hasn't the day broken yet?,,,,,SN001992
XV002249,tkw,Abilo pon i-ovei pe i-somoli idi.,,,This kind of snake can be harmful.,,,,,SN001995
XV002250,tkw,Mwasu i-somoli kiapa!,,,Mwasu really did us harm!,,,,https://doi.org/10.24397/pangloss-0003352#S107,SN001995
XV002251,tkw,Nganae pe i-somoli dapa tae.,,,Nothing can harm them.,,,Paradise,,SN001995
XV002252,tkw,A-somoli dapa awa dapa i-su.,,,You've hurt and saddened them.,,,resultative construction,,SN001996 ; SN002008
XV002253,tkw,Somu tae.,,,It's not far.,,,,,SN001997 ; SN002058
XV002254,tkw,"Emele iote somu mina eo, u-ovei pe u-wablei piene semame ini.",,,"If a woman is remote from you (kinshipwise), you may joke with her.",,,,,SN001998 ; SN002645
XV002255,tkw,U-le u-soso eo ne moe re!,,,Go find shelter in that house over there!,,,,,SN002001
XV002256,tkw,Li-le li-wamu dapa li-te li-te li-soso dapa ponu ne Vilimoe.,,,"They went to hide themselves, and finally found refuge on the islet of Filimoe.",,,,,SN002001
XV002257,tkw,"Ajekele pon, kape le-su.",,,"This is rubbish, we're about to burn it.",,,,,SN002002
XV002258,tkw,Li-su moe enone.,,,They burnt my house.,,,,,SN002002
XV002259,tkw,Li-su nasu idi,,,cremate the belongings of a dead person,,,funeral ritual,,SN002002
XV002260,tkw,Li-su buluko ka li-koioi dapa li-vagasi takoie.,,,(The islanders) lit torchlights and led them inland.,,,,,SN002003
XV002261,tkw,Nanana kape le-su sekele.,,,Today we're burning the land.,,,,,SN002004
XV002262,tkw,"Li-le ne mane pon, dapa kula li-vio li-dadai tepapa. Li-dai li-su mane pon.",,,"They came to the dancing area, and erected a wooden fence around it – till it made a full circle.",,,,https://doi.org/10.24397/pangloss-0003352#S28,SN002005
XV002263,tkw,Visingele dapa i-su.,,,They have a blocked nose.,,,,,SN002006 ; SN002579
XV002264,tkw,Taña ini i-su.,,,[his ears are blocked] He's deaf.,,,,,SN002007
XV002265,tkw,Awa ene i-su.,,,[my neck/mind is blocked] I am sorry.,,,,,SN002008
XV002266,tkw,Idi abia li-sube.,,,Many people get it wrong. (mixing up two words),,,,,SN002009
XV002267,tkw,A-sube ñe nuduro.,,,You have infringed the rules.,,,,,SN002010
XV002268,tkw,Ka a-romo leka! Ka a-sube ñe telepakau!,,,You caught sight of your cousin: you've infringed the customary rules.,,,,,SN002010 ; SN002176
XV002269,tkw,Ni-sube ñe maluo.,,,[I've gone wrong in life] I've sinned.,,,,,SN002011
XV002270,tkw,Vilisao tilu pon lai-abu susuko ñe toñaki pon.,,,The two tornados went straight down to the ships.,,,,,SN002022
XV002271,tkw,Ini i-mo susuko.,,,He spoke properly (with no mistake).,,,,,SN002024
XV002272,tkw,Ini i-mo susuko.,,,He gave a fair speech.,,,,,SN002025
XV002273,tkw,Dapa gete 'none na ta ene!,,,"My boys, here they are!",,,,,SN002027
XV002274,tkw,Katae ka ni-e na ta!,,,Today is my first day eating this!,,,,,SN002028
XV002275,tkw,Daviñevi li-ta bele mina.,,,The women are peeling out the skin (of yams).,,,,,SN002029
XV002276,tkw,li-ta vebe,,,split a ‘cutnut’,,,,,SN002030 ; SN002450
XV002277,tkw,"Basavono po kulumoe i-ta ñei, Teliki Makumoso li-ko Banie.",,,"When our country emerged, our Supreme God was called Banie.",,,myth of origin,,SN002032
XV002278,tkw,"Mata ini i-ke me i-romo kape i-mako vele, ña i-tabau.",,,"[The dancer] looks through [the holes] so he can see where he's dancing, to avoid tripping up.",,,dancing mask,https://doi.org/10.24397/pangloss-0003351#S178,SN002033 ; SN002457
XV002279,tkw,"I-romo vilo iote wako, i-toe i-tabau.",,,"When he sees a tree that fits, he chops it down.",,,,,SN002034
XV002280,tkw,"Ngiro i-aka ponu ra ka i-vokoiu wolowolo pon, i-vokoiu ka i-tabau.",,,"The hurricane blew so hard that it destroyed the cross, and brought it down.",,,,,SN002034 ; SN002760
XV002281,tkw,Ini i-aiu i-ka i-le i-koie i-tabe pi' iape.,,,She came into the room and took (the baby) in her arms.,,,,,SN002035
XV002282,tkw,La-tabe voko la-lui.,,,They picked up some stones and carried them away (in their arms).,,,,,SN002036
XV002283,tkw,Dapa kula ka li-le li-toe longe ne ngogoro ka li-tabe li-kamai ne moe.,,,Some men went to cut firewood in the forest and brought it back home (on their shoulders).,,,,,SN002036
XV002284,tkw,Ni-tabe mana luro.,,,I'm carrying some rice (on my shoulder).,,,,,SN002036
XV002285,tkw,"I-kae? Mou, u-tabo!",,,What? Come again!,,,,,SN002038
XV002286,tkw,I-tabo!,,,[let it repeat!] Play it again!,,,when transcribing,,SN002038
XV002287,tkw,Le-tabo le-le.,,,[we repeat we go] Let's go there again.,,,,,SN002039
XV002288,tkw,La-tabo la-teli utele i-le la-wo enga temaka.,,,"Alright, let's start listing the placenames again.",,,,,SN002039 ; SN002184 ; SN002746
XV002289,tkw,Kape ne-tabo ne-le metele iote pe kape i-ka na.,,,I'll go again next month.,,,,,SN002039
XV002290,tkw,Revo i-tabo i-ma.,,,It's low tide again.,,,,,SN002039
XV002291,tkw,Ni-tabo ni-mui.,,,I've forgotten again.,,,,,SN002039
XV002292,tkw,A-ko u-tabo u-vongo?,,,Do you want to eat more? [lit. to repeat eating],,,,,SN002039
XV002293,tkw,I-tabo dapa Iura.,,,It's (a photo of) the Vanuatu people again.,,,+ noun phrase,,SN002040
XV002294,tkw,Menu emele ie teliki i-tabo sa-pine.,,,The chief's daughter is pregnant again.,,,,,SN002040
XV002295,tkw,"Taluaito kape i-padi basa ini: ne to ne, koro; ne lava tilu, kape bworo. Awoiu kape i-tabo koro pwo mijaka.",,,"The (heathen) priest would paint his head: white in the middle; black on each side; and then, a bit of white again underneath.",,,,,SN002040
XV002296,tkw,"Labiou tae, dapa ka tabo li-ke li-ka.",,,"After a moment, again they came out.",,,,,SN002042
XV002297,tkw,Pi-tabulu mwoe.,,,We've decorated the house.,,,,,SN002044
XV002298,tkw,"Dapa gete, ka dapa wopine, ngele po i-le kape i-katei kuo, i-tabulu ebel’ ini ne ngogoro.",,,"Boys and men, whoever wished to drag the canoe, they would decorate their bodies with [leaves from] the forest.",,,,https://doi.org/10.24397/pangloss-0003350#S11,SN002044
XV002299,tkw,"Dapa na ngatene nga tevie mwaliko, tevie nga li-romo nga tadoe.",,,"These are special creatures, half man, half spirit.",,,Tamate masks,https://doi.org/10.24397/pangloss-0003351#S76,SN002048 ; SN002273
XV002300,tkw,"Idi mwaliko li-tamava se tadoe, li-klasi li-ko kape le-le le-pinoe. Tadoe i-ka i-koie i-mako samame dapa me li-ejau makone korone.",,,"The men invoked the spirits, and told them they were going to dance. The spirits came in and began dancing with them, which gave power to the dances.",,,,,SN002048
XV002301,tkw,"Tadoe adapa pon, enga ini Vilisao.",,,That god of theirs was called Filisao ‘Tornado’.,,,,,SN002051 ; SN002539
XV002302,tkw,Aña wako tadoe!,,,This is incredibly delicious!,,,,,SN002053 ; SN002662
XV002303,tkw,Pi’ one i-vete tae.,,,My grandfather never told me.,,,,,SN002057 ; SN002484
XV002304,tkw,Ero tae.,,,It's not water.,,,+noun,,SN002058
XV002305,tkw,labiou tae,,,not long after that…,,,,,SN002058
XV002306,tkw,"Tae, ini tae. Iote teve.",,,"No, it's not her. It's someone else.",,,+free pronoun,,SN002058
XV002307,tkw,Ero tae.,,,There's no water.,,,,,SN002059
XV002308,tkw,"Ka nganae kape li-lengi melia dapa ñe tae, nganae pe kape li-ajau ñe ma dapa tae, nganae pe kape le-la tae.",,,There's nothing that can bring them pain; nothing that they must do with their hands; no work they have to do.,,,in Paradise,,SN002059
XV002309,tkw,I-ko “A-tomoli ko!” I-ko “Tae!”,,,"“You're lying,” he said; “No!” she replied.",,,,https://doi.org/10.24397/pangloss-0003353#S18,SN002060 ; SN002332
XV002310,tkw,I-atui i-atui: tae!,,,He tried on and on – to no avail.,,,,https://doi.org/10.24397/pangloss-0003352#S78,SN002061
XV002311,tkw,"Ini ka emele aplaka tae, ini ka momoso iote.",,,"She's not a young girl any more, she's become a woman now.",,,,,SN002062
XV002312,tkw,"Basavono na, kuo demene ka l-ejau tae.",,,"These days, outrigger canoes aren't being made any more.",,,,,SN002062
XV002313,tkw,Ka tae.,,,There's not any more. / It's over.,,,existential predicate,,SN002062
XV002314,tkw,Ebele piene ? A-tako ?,,,Really? Are you telling the truth?,,,,,SN002066
XV002315,tkw,"Tamate pon, et’ adapa pon “Takulalevioe”. Enga ini iote li-ko, ae, “Takole”. “Takulalevioe”, o “Takole”.",,,"As for the Tamate, their mother was called Takulalefioe. She also had another name, Takole. Takole, or Takulalefioe.",,,,https://doi.org/10.24397/pangloss-0003351#S91,SN002068 ; SN002070
XV002316,tkw,"Mwaliko kape i-woi ne teviri peini kuo ponu, awoiu kap’ i-ko “Ia! Takoli! Ia ia, takoli ! ia ia!”",,,"The boy will strike the canoe's hull, and then he'll go “Yo-heave-ho, go! Yo-heave-ho, go!”",,,,https://doi.org/10.24397/pangloss-0003350#S24,SN002069
XV002317,tkw,Ebieve iono tivi? – Uluko tamana teva.,,,How old are you? – Fourteen.,,,,,SN002075 ; SN002397
XV002318,tkw,"Ka pon dapa moro abia ponu, Tamate pon pe li-te ñi pe li-mako li-mako, nedemo, tomoro, nedemo, tomoro…",,,"Every single day, the Tamate creatures who lived there would keep dancing on and on – during the night, the day, the night, the day…",,,,https://doi.org/10.24397/pangloss-0003351#S47,SN002076
XV002319,tkw,"Tamate pon, et’ adapa pon “Takulalevioe”.",,,"As for the Tamate, their mother was called Takulalefioe.",,,,https://doi.org/10.24397/pangloss-0003351#S91,SN002076
XV002320,tkw,Ka li-tobo ñe tamate pe ka mata mwaliko i-ke me i-romo.,,,"They've made holes in the Tamate masks, so that (the dancer) can see through.",,,,,SN002077 ; SN002310
XV002321,tkw,"Temaka etapu, temaka pe li-tamava ene.",,,A sacred place is one where people carry out their worship.,,,,,SN002078 ; SN002195
XV002322,tkw,vilo tamwaliko,,,"bad plants (plants that are undesirable, uninteresting, etc.)",,,,https://doi.org/10.24397/pangloss-0003351#S49,SN002080
XV002323,tkw,None ne aña tamwaliko.,,,This food doesn't taste good. [its taste is bad],,,,,SN002080
XV002324,tkw,Ive? Ba-romo kupa wako we tamwaliko?,,,Now what? Do you like us or not? [lit. do you see us as beautiful or ugly],,,,https://doi.org/10.24397/pangloss-0003351#S59,SN002082
XV002325,tkw,Ni-lengi tamwaliko.,,,I don't feel good.,,,,,SN002083
XV002326,tkw,mwaliko tamwaliko,,,an evil man,,,,,SN002084
XV002327,tkw,uro tamwaliko,,,black sorcery,,,,,SN002084
XV002328,tkw,Tamwalikose!,,,That's terrible!,,,,,SN002086
XV002329,tkw,Makone iote ni-romo ka wako tamwalikose!,,,That dance I saw here was absolutely fabulous!,,,,https://doi.org/10.24397/pangloss-0003351#S64,SN002087
XV002330,tkw,"Dapa wopine na li-vete piene ne “ebele ini!” tamwase, pe li-ko motoro.",,,The elders very often use this expression “it's wonderful”: they find it a nice word.,,,,,SN002091
XV002331,tkw,piene adapa Tanemwa,,,the language of Tanema,,,,,SN002092
XV002332,tkw,dapa Tanevio,,,Malaitans,,,,,SN002093
XV002333,tkw,Tanoe i-wai.,,,The ground shook.,,,earthquake,,SN002096
XV002334,tkw,Li-ae tanoe,,,dig the ground,,,,,SN002096
XV002335,tkw,"Dapa pe li-abu dapa li-bu, kape le-lui dapa le-teli dapa ne tanoe.",,,Those who were killed were later buried in the ground.,,,,,SN002096 ; SN002178
XV002336,tkw,Da la-via ñe tanoe.,,,They're fighting about land.,,,,,SN002097 ; SN002504
XV002337,tkw,Taña ini i-su.,,,She's deaf.,,,,,SN002100
XV002338,tkw,taña udo,,,a bundle of bananas,,,,,SN002101
XV002339,tkw,"Tangteala, ini tadoe pe i-ago idi ñe diro ka ñe vilisao.",,,Tangteala is a god who strikes people with darts and tornadoes.,,,,,SN002104
XV002340,tkw,"Viko iadapa nga pon, i-la i-teli teve Tangteala pon.",,,"They took their ritual money, and made an offering to Tangteala.",,,,,SN002104
XV002341,tkw,uña tapepa,,,the presents,,,,,SN002106
XV002342,tkw,Kasule i-tataele ne ole.,,,The vines have crept on the beach.,,,,,SN002107
XV002343,tkw,Apali i-tataele ne bete ini.,,,The baby is crawling on his bed.,,,,,SN002109
XV002344,tkw,A-tataele nga pon pe i-ve?!,,,Why are you stooping down like that?!,,,,,SN002110
XV002345,tkw,"Menu na, ka i-lubi ini i-wene ne sa me i-tatale.",,,"This child is able to flip and lie on his belly, (soon) ready to walk.",,,,,SN002111
XV002346,tkw,Kape i-la mawene i-kamai i-tate.,,,She can take a (coconut-leaf) mat and lay it on the ground.,,,,https://doi.org/10.24397/pangloss-0003350#S39,SN002113
XV002347,tkw,Ne-tau namuko enaka ne-kae?,,,How will I cook my fish?,,,,,SN002116
XV002348,tkw,"Nidilo, kula i-ke idi, kula i-tau idi.",,,"Ants sometimes bite you, sometimes they burn you.",,,,,SN002117
XV002349,tkw,"Awoiu, awoiu pon, i-le nga pon, aeve ka i-tavali ponu, dapa ka li-le li-vongo ne toplau.",,,When everything was ready – about when the sun was going down – the men went to have dinner in their men's club.,,,,https://doi.org/10.24397/pangloss-0003351#S135,SN002121
XV002350,tkw,U-laioi bete ne mwotono me i-tavea i-le.,,,"You throw the mat into the ocean, so it drifts away.",,,,,SN002122
XV002351,tkw,Dapa ne da ka li-bu awoiu. Vana ka li-tavea li-koie li-sai i-katau temaka ponu.,,,"All their relatives died instantly. Their [bodies] were floating, washing ashore along the beach.",,,,https://doi.org/10.24397/pangloss-0003352#S125,SN002122
XV002352,tkw,I-tavie mijaka.,,,She's a bit sick.,,,,,SN002123
XV002353,tkw,tawora,,,below,,,,,SN002124
XV002354,tkw,tev’ tawo,,,"down, on the lower side",,,,,SN002124
XV002355,tkw,mana tawo,,,flower of hibiscus,,,,,SN002125
XV002356,tkw,"Ni-vene ne botu, tekau ene i-tawoe.",,,"As I climbed on the boat, my trousers got torn.",,,,,SN002126 ; SN002161
XV002357,tkw,"Monone po ene ni-vete, ene tawora ne, ne utele vewo pine pe i-vio ne, pwama ole ponu.",,,"That chest I was talking about was located down there (northwest), by the large chestnut tree standing over there, on the beach.",,,,https://doi.org/10.24397/pangloss-0003269#S1,SN002128
XV002358,tkw,"Ebieve awoiu, te li-romo li-tabo li-ka tae.",,,"Even after several years, they would never be seen again.",,,,,SN002130
XV002359,tkw,Ka te li-romo ngaten’ ae li-ejau tae!,,,We didn't get to see anything properly.,,,,,SN002130
XV002360,tkw,Te iune i-te tae.,,,Not even one (man) remained.,,,,,SN002130
XV002361,tkw,U-abu u-te u-ka!,,,Come sit down here!,,,,,SN002131
XV002362,tkw,Dapa gete li-te ne Toplau.,,,The boys are in the Men's House.,,,,,SN002132
XV002363,tkw,Ka u-te!,,,Good bye! [lit. you're staying!],,,greeting,,SN002133
XV002364,tkw,Nga i-te kape li-abu.,,,If he had remained (in the island) he would have been killed.,,,,,SN002133
XV002365,tkw,dapa pe li-te ne kulumoe na,,,the people living in this village,,,,,SN002135
XV002366,tkw,Ini i-te mumule ñe eo!,,,He's crazy about you!,,,,,SN002137
XV002367,tkw,daviñevi pe li-te ne manoko,,,women who're having their periods,,,,,SN002137
XV002368,tkw,Menu i-te i-etengi.,,,The baby was crying.,,,,,SN002138
XV002369,tkw,Dapa li-te li-oburo.,,,They are singing.,,,,,SN002138
XV002370,tkw,kwa-te,,,[ten-three] thirty,,,,,SN002139
XV002371,tkw,"Ka i-te te' mwaliko, we mamote?",,,"[Is she living with a man] Has she got a man in her life, or not yet?",,,,,SN002141
XV002372,tkw,piene adapa Teanu,,,the language of Teanu,,,,,SN002145
XV002373,tkw,I-ka i-ka i-avo ne tebelia.,,,[the ship] came drifting on its side.,,,,,SN002147
XV002374,tkw,kie tebene,,,variety of Pandanus with yellow leaves,,,,,SN002148
XV002375,tkw,kava tebene,,,variety of kava of a pale colour,,,,,SN002148
XV002376,tkw,bwoe tebene,,,"type of shark, pale-coloured",,,,,SN002148
XV002377,tkw,tedele kulevelu,,,chicken shit,,,,,SN002152
XV002378,tkw,muk’ tedele,,,k.o. fly,,,,,SN002152
XV002379,tkw,Tedele! Awa ene i-aka ne apali aplaka na!,,,Shit! I'm angry at that small child!,,,,,SN002153
XV002380,tkw,Kape i-tedie dapa ne vesepiene kula.,,,He will cheer them up with his words.,,,,https://doi.org/10.24397/pangloss-0003350#S22,SN002154
XV002381,tkw,"Stanley i-met' ini tamwase pe i-mako, ra pi-tedie ini, ra ka i-le i-mako!",,,"Stanley was too shy to dance, so we encouraged him, and lo and behold he went to dance!",,,,,SN002154
XV002382,tkw,viñe teipu,,,a coconut shell,,,,,SN002157
XV002383,tkw,"Viñe teipu tete we teva, bwara kape votobo eo.",,,Three or four cups should be enough for you.,,,kava,,SN002158
XV002384,tkw,I-abu i-vio ponu ini i-ko i-teiu me i-tabe.,,,"As he fell on the ground, (his mother) bowed down to take him in her arms.",,,,,SN002159
XV002385,tkw,emele tekepu,,,an albino woman,,,,,SN002162
XV002386,tkw,Ini tekepu.,,,He's albino.,,,,,SN002162
XV002387,tkw,"Dapa li-le Tukupie, tev' iu re.",,,"They went to Tikopia, eastward.",,,,,SN002168
XV002388,tkw,tele peini luro,,,coconut oil,,,,,SN002173
XV002389,tkw,tele peini vongoro,,,oil of Canarium almonds,,,,,SN002173
XV002390,tkw,bali peini telemoe,,,"pole lying at the base of a house walling, plinth",,,,,SN002174
XV002391,tkw,telepakau akapa,,,our culture,,,,,SN002175
XV002392,tkw,Ponu telepakau tamwaliko pe noma; ka awoiu.,,,That's a bad tradition of times past; it's over now.,,,sorcery,,SN002175
XV002393,tkw,"Telepakau pe na, lek' iape etapu.",,,"In our custom, one's (female) cousin is to be highly respected.",,,,https://doi.org/10.24397/pangloss-0003352#S68,SN002176
XV002394,tkw,li-teli balawe,,,to plant pineapples,,,,,SN002179
XV002395,tkw,"Li-tau sekele ponu awoiu, moro iote li-le li-teli avtebe.",,,"After burning their garden, the next day they went to plant taros.",,,,,SN002179
XV002396,tkw,"I-iumu, pi-teli mataña (jebute).",,,"First of all, we planted the (taro) shoot.",,,,,SN002179
XV002397,tkw,Jebute i-teli uie.,,,The taros have grown leaves.,,,,,SN002180
XV002398,tkw,Kape ne-teli mama ene ñ’ eo.,,,I will ask to be engaged to you [lit. I shall put my voice for you].,,,,,SN002183
XV002399,tkw,U-teli mama ene se.,,,Please arrange my engagement with her [lit. you send my voice for her].,,,,,SN002183
XV002400,tkw,Ni-teli utele buro.,,,I began a song.,,,,,SN002184
XV002401,tkw,Teliki iadapa i-vete ngapiene.,,,The chief proclaimed the opening of the Festival.,,,,,SN002185 ; SN002488
XV002402,tkw,"Uña teliki makumoso, ka uña teliki, ka dapa wopine peini kulumoe, ka dapa gete, ne-ko kape ne-viñi kiapa. Iote kape ne-viñi kaipa teliki na.",,,"O you supreme chiefs, you dignitaries, you leaders of our island; and you the youngsters too, I have something to tell you. Something I want to tell to all the dignitaries here.",,,,https://doi.org/10.24397/pangloss-0003351#S95,SN002187
XV002403,tkw,"Teliki iadapa pe li-maluo, ka Teliki Makumoso iadapa po li-bu.",,,"The living have their chiefs; the Dead have their own supreme chief, “Teliki Makumoso”.",,,,,SN002188
XV002404,tkw,Moe iape ka i-telini voko.,,,His house has turned into stone.,,,,,SN002189
XV002405,tkw,enga temaka,,,place names,,,,,SN002195
XV002406,tkw,Dapa le-ko le-romo temaka pe noma.,,,They want to see villages from the past.,,,archaeologists,,SN002195
XV002407,tkw,Ni-mui temamene enone i-wene ne moe.,,,I left behind my backpack in the house.,,,,,SN002200
XV002408,tkw,temena peini luro,,,coconut oil,,,,,SN002202
XV002409,tkw,Li-te li-wamu dapa li-te ne temotu ne Vilimoe ponu.,,,They went to hide in the islet of Filimoe over there.,,,Lapérouse sailors,,SN002203 ; SN002535
XV002410,tkw,"Awoiu, menu ka i-re tengiro, ka i-ekeke.",,,"The child stopped crying [he released his crying], and laughed.",,,,,SN002213
XV002411,tkw,Da ne tepakare.,,,They are twins.,,,,,SN002216
XV002412,tkw,"Li-ae kie tepapa i-dadai awoiu ponu, li-iu. Li-iu tepapa i-dai awoiu, blateno ka li-toe li-kamai.",,,"First they dug up the holes for the boards in a circle, then they buried the stomping boards. Finally, they cut a wooden pole and brought it.",,,,https://doi.org/10.24397/pangloss-0003351#S114,SN002222
XV002413,tkw,Li-ovei pe li-pwalau li-le Iura ne tepuke.,,,They used to travel to (north) Vanuatu on their large canoes.,,,,,SN002224
XV002414,tkw,Ei! Dapa! Na toñaki ae na? Na toñaki we tepuke?,,,"Hey, people! What sort of ship is that? Is it a European ship, or a Polynesian sailing canoe?",,,,,SN002224
XV002415,tkw,vongoro pe tepworo,,,a flat almond,,,,,SN002228
XV002416,tkw,li-katei tero,,,pull a vine (in the bush),,,,,SN002229
XV002417,tkw,Li-la tero li-dai ñe uie luro.,,,They take a liana and wrap it with coconut leaves.,,,,,SN002229 ; SN002493
XV002418,tkw,Ngiro Teulu Laki i-aka i-ka tetake ne.,,,"The Teulu Laki (southerly) wind blows from the ocean, this way.",,,from the southern shore of Vanikoro,,SN002231
XV002419,tkw,Kape la-re tetaki me la-labu neido konge ne ero.,,,Let's plunge some traps and catch some small river shrimps,,,,,SN002232
XV002420,tkw,"Sekele iaba ene vitoko ne, takoie ne.",,,"Our garden is here, uphill this way.",,,,,SN002233 ; SN002582
XV002421,tkw,Li-koioi li-su buluko ka li-koie li-vagasi takoie.,,,"They lit torchlights and led them in, until they reached (the village) inland.",,,,,SN002233 ; SN002426
XV002422,tkw,tetawene ie daviñevi,,,women's tattoos,,,,,SN002237
XV002423,tkw,Mata i-katau Toplau na ! Mata i-katau tetawene !,,,Look at the sacred house! Look at the (drawn) patterns!,,,,,SN002238
XV002424,tkw,Tetawene kape le-si nga ne –,,,The patterns were drawn like this –,,,demonstration,,SN002238
XV002425,tkw,"Tetawene peini Toplau mwa gete, iote enga ini “ava saba”.",,,"Among the customary patterns found on the Men's House, one is called “wings of the frigatebird”.",,,,,SN002238
